station_id,station_lat,station_lon,station_elev,distance_to_event,pga,rms_acc,arias_intensity,sig_duration,predominant_freq,mean_freq,spectral_centroid,low_freq_energy,mid_freq_energy,high_freq_energy,component
CB.CN2.00.BHE,43.48,125.260002,223.0,14.736526980999725,0.006537214966568145,0.001382069482792371,0.00020186505306407483,310.7,0.048828125,0.07876303490856026,0.07876303490856026,8.267232060403714e-05,3.43342850279507e-07,1.490231562938793e-08,E
JP.JNU..BHN,33.125,130.876694,540.0,10.842512922685893,0.0002639083689130137,9.321874353225405e-05,9.184030691557783e-07,223.8,2.0458984375,2.0523705969548485,2.0523705969548485,1.0613530179423312e-10,1.8870057470826966e-06,1.7444500569223684e-09,N
YP.NE38..BHN,42.8204,122.410301,256.0,16.58046393866414,0.002227164033113727,0.0004085741128073029,1.7641529083858115e-05,381.25,0.029296875,1.0104008187546827,1.0104008187546827,1.096493637163635e-05,3.1877961314821793e-06,4.5869862564830487e-07,N
YP.NE5A..BHZ,44.073898,126.906898,286.0,13.826354981059056,4.231937117046201e-06,9.227093545655672e-07,8.997898763421628e-11,577.95,11.943359375,10.664086400719173,10.664086400719173,1.9088940936150967e-13,8.333400032986153e-12,8.121631600472861e-11,Z
YP.NE92..BHN,46.785599,121.514397,586.0,18.363987426837216,0.0013429651700094989,0.00026674813554892904,7.519926280095001e-06,324.55,0.01953125,0.4914885639428379,0.4914885639428379,2.7075732779403337e-06,4.931940649658652e-07,8.044745937939486e-09,N
YP.NE54..BHE,44.061798,118.983902,876.0,19.26761538845516,0.00291529171156072,0.00040021019294310487,1.6926652666751326e-05,368.475,0.01953125,2.1691538073395633,2.1691538073395633,4.724062219754523e-06,1.0182550453497282e-05,2.462718842771807e-07,E
YP.NEA2..BHZ,47.493698,120.286499,991.0,19.407010631629067,0.0010133809791613938,0.0002215559954783826,5.1876241013655135e-06,363.65000000000003,0.029296875,0.33877108010832435,0.33877108010832435,2.9049537703058195e-06,2.0222347868616695e-07,3.361170344581137e-08,Z
IU.INCN.00.BHZ,37.4776,126.6239,65.0,13.007457932109881,0.023353871502159555,0.0009176373051433916,8.898912251856873e-05,214.9,0.068359375,1.1040468998178545,1.1040468998178545,0.0001375454079616952,3.8883603091949306e-05,1.2216925471448194e-05,Z
YP.NEP3..BHZ,44.583199,124.978302,199.0,15.29625759735115,0.0033296946400445194,0.0008394471009128897,7.447284073263995e-05,168.9,0.048828125,0.21593678152235038,0.21593678152235038,5.210889242710408e-05,2.176031648101503e-07,6.83457006329744e-07,Z
YP.NE54..BHN,44.061798,118.983902,876.0,19.26761538845516,0.0020978042628484743,0.00023340666388374604,5.757332037126941e-06,331.85,0.01953125,2.582200553572227,2.582200553572227,1.1426339081972935e-06,4.2910702815007874e-06,1.569946496851241e-07,N
YP.NE86..BHN,46.1698,121.460403,424.0,18.17165869531006,0.001636662261772942,0.00026178389899172635,7.242368247353569e-06,232.3,0.01953125,0.15603473324778452,0.15603473324778452,2.6976083627547935e-06,9.015171591648358e-08,4.667506175984624e-09,N
YP.NE97..BHZ,46.897598,125.959297,210.0,15.691618743414743,0.0023786024179093673,0.000443970801467901,2.0830687453848417e-05,356.25,0.048828125,0.2717810282547878,0.2717810282547878,1.0434913827978937e-05,5.296680209531588e-07,8.714767174618566e-08,Z
YP.NE6F..BHN,45.295898,131.201401,214.0,11.780393849405765,0.003066323562233817,0.0007475821255559251,5.906260828160738e-05,314.52500000000003,0.078125,0.10061120185467598,0.10061120185467598,5.4810695832418064e-05,1.98518471985155e-07,6.771408771725156e-08,N
II.ERM.00.BHZ,42.015,143.1572,40.0,4.495901195204339,0.0912724721247409,0.005192927224156647,0.002849834298573291,310.950237236204,0.14160145446658134,1.2682767952409069,1.2682767952409069,0.003896166405233104,0.0029851117483888864,6.035368505811634e-05,Z
YP.NE33..BHE,42.926399,117.885803,1043.0,19.868311663970662,0.0021527156599971085,0.0002950996594304082,9.203032232427595e-06,359.32500000000005,0.01953125,1.6228455300925686,1.6228455300925686,3.6578349637747694e-06,1.1275872615370107e-06,3.625921549441923e-07,E
YP.NEAB..BHE,47.602501,131.668396,64.0,13.079191938457978,0.004383197093120631,0.001024229388970342,0.00011086787334580805,260.575,0.068359375,0.12516905111156204,0.12516905111156204,0.00011711948225030952,9.167569623452998e-07,2.8987281716471593e-08,E
YP.NE7A..BHZ,45.4855,125.9701,154.0,15.015527282655786,0.003777790871227836,0.0009372652001227154,9.283667326649882e-05,173.875,0.048828125,0.10705757687746867,0.10705757687746867,6.904833844884895e-05,2.321573981345778e-07,2.332882115144516e-07,Z
YP.NE85..BHZ,46.176399,120.635803,664.0,18.710081407035865,0.0021552379465560136,0.0003962375280178595,1.6592148652430073e-05,343.32500000000005,0.01953125,0.9694629557908471,0.9694629557908471,3.9610695827414715e-06,3.7272409971333627e-07,2.728642399129368e-07,Z
YP.NE35..BHZ,42.8913,119.693199,445.0,18.55278500370684,1.021478198526782,0.026254385165416127,0.07284478960082715,32.925000000000004,19.8828125,17.131510675686837,17.131510675686837,1.7629867986716112e-05,4.599469841132352e-05,0.0036083910817479225,Z
YP.NE84..BHN,46.247601,119.6819,988.0,19.35742709297426,0.0008806098413664233,0.00017593171629482385,3.2710170302159843e-06,317.07500000000005,0.01953125,0.733900598675735,0.733900598675735,1.2971723113225358e-06,4.7267887462895676e-07,1.795262852784535e-09,N
YP.NE95..BHN,46.893101,124.205902,143.0,16.73864029019701,0.0023504046653038064,0.000489428495610034,2.5314715566395625e-05,284.55,0.0390625,0.1906417478044838,0.1906417478044838,1.542426611515911e-05,6.774016151766063e-07,8.80773187714056e-09,N
YP.NE97..BHN,46.897598,125.959297,210.0,15.691618743414743,0.0028299316214243316,0.0004005896152715317,1.6958761984639393e-05,263.175,0.05859375,0.36266602893139177,0.36266602893139177,1.0751434920850027e-05,2.1897908934135655e-07,2.0976296349482706e-07,N
IC.SSE.00.BHN,31.0948,121.1908,40.0,19.103108442317208,0.0019686671415198257,0.00027104547516627425,7.763880751374442e-06,272.3,0.01953125,0.3458439254460684,0.3458439254460684,2.358829640471293e-06,2.4640968597762845e-07,1.2610440926716322e-10,N
YP.NE64..BHE,44.783798,118.763199,1039.0,19.576838231558046,0.003173012147005439,0.00043158585124410316,1.968465356785127e-05,338.1,1.34765625,1.392301317849607,1.392301317849607,3.816624223013664e-06,1.5646859098721763e-05,1.0476727675323663e-07,E
YP.NE66..BHZ,45.004101,120.704201,503.0,18.303560959282777,0.0015436623681656734,0.0003330722855751923,1.1723832288295286e-05,356.3,0.029296875,0.5414846425913552,0.5414846425913552,4.377502648597346e-06,7.570235237519868e-07,7.129458358262803e-08,Z
YP.NE8G..BHZ,46.1078,131.426697,246.0,12.16869853230975,0.004786658929618238,0.0010804593846147261,0.000123375274373925,209.82500000000002,0.078125,0.07965524590550414,0.07965524590550414,0.00010977946014913675,1.1363113310780166e-07,1.7792218673633304e-08,Z
YP.NE95..BHZ,46.893101,124.205902,143.0,16.73864029019701,0.002344411381896257,0.00047743410196095085,2.4089147072630983e-05,343.40000000000003,0.048828125,0.2586847719319292,0.2586847719319292,1.0866782566449712e-05,7.01175951592386e-07,5.073980783356623e-08,Z
G.INU.00.BHN,35.35,137.029,132.0,5.299170998888862,0.14276635622940634,0.004521551294235856,0.00248204455805848,128.9,0.0634765625,2.727260604241563,2.727260604241563,0.0017549727921008793,0.0026349433540127,0.0010279458090227435,N
YP.NE7F..BHN,45.462399,130.535095,386.0,12.255466467580684,0.00371595065978283,0.000800715945230565,6.775662322501899e-05,280.55,0.078125,0.13598849930876084,0.13598849930876084,7.2622403414265e-05,2.1151394951095722e-07,3.620670609776119e-07,N
YP.NE47..BHE,43.458599,124.318398,180.0,15.383530289258232,0.0024515993998436656,0.0006163139802916575,4.0143502976497696e-05,349.02500000000003,0.05859375,0.11336356247774473,0.11336356247774473,2.7728192283064826e-05,3.3870583999876e-07,1.855580228107878e-08,E
YP.NEA3..BHZ,47.562302,121.292,608.0,18.811433418414904,0.001358635626463977,0.00026818496784831064,7.600801376450724e-06,363.57500000000005,0.029296875,0.39708030153753193,0.39708030153753193,3.68992077294912e-06,4.5788983189573983e-07,8.186820385040253e-09,Z
YP.NE8F..BHE,46.214699,130.531998,171.0,12.713672503887228,0.003053951113229206,0.0007462184051773116,5.884730033200269e-05,374.175,0.078125,0.17018339488019116,0.17018339488019116,4.717135286028967e-05,1.3231906144916714e-06,1.628427189389138e-07,E
YP.NE38..BHE,42.8204,122.410301,256.0,16.58046393866414,0.0031769739457048643,0.0007161617213787237,5.420217224586563e-05,357.975,0.0390625,0.561919524177875,0.561919524177875,3.290739997562026e-05,4.337020715354944e-06,5.718715048632484e-07,E
YP.NEP5..BHZ,45.733601,122.619797,177.0,17.262923039415035,0.0031353960897840313,0.000615986409787619,4.00993242414921e-05,335.1,0.0390625,0.21801543480317181,0.21801543480317181,1.602137462754771e-05,1.0816546467978489e-06,3.351844492825984e-08,Z
YP.NEA2..BHN,47.493698,120.286499,991.0,19.407010631629067,0.000883872648384147,0.00018323204349186736,3.54824478247174e-06,310.625,0.01953125,0.419853423130791,0.419853423130791,1.5308106869112758e-06,2.4698397386509806e-07,4.043449219409904e-09,N
YP.NE9C..BHN,47.049599,131.036194,70.0,12.996627660160907,0.0031946400140029302,0.0007481878052253981,5.91583355989031e-05,360.65000000000003,0.078125,0.14602775714266403,0.14602775714266403,6.009521134136871e-05,9.823732791908203e-07,1.0632893184467461e-08,N
YP.NE7G..BHE,45.9207,132.497299,132.0,11.490904974766817,0.0028766463841797233,0.0008552749215657006,7.730476744197198e-05,368.32500000000005,0.078125,0.07966386864457815,0.07966386864457815,7.396589424696311e-05,1.3044142854668225e-07,4.336945784027169e-10,E
YP.NE74..BHN,45.513599,118.806297,863.0,19.727753795610106,0.0018015930388988078,0.0002860291694608579,8.64600252972402e-06,340.35,0.390625,0.9807992998228109,0.9807992998228109,5.1889130991166065e-06,2.919623798723686e-06,8.405884620033514e-09,N
YP.NE49..BHN,43.393002,128.753006,561.0,12.332148440310247,4.581939898630451e-06,1.156276245283668e-06,1.4129749492949038e-10,577.85,0.078125,11.647444239193517,11.647444239193517,2.3975017229414237e-12,5.081310702034655e-12,1.3409398432788853e-10,N
YP.NE97..BHE,46.897598,125.959297,210.0,15.691618743414743,0.0031848154117408087,0.0005924949679322056,3.709915365553474e-05,310.82500000000005,0.048828125,0.16515173205060882,0.16515173205060882,2.1753895297628894e-05,6.965045475481936e-07,2.356481574241317e-08,E
YP.NE39..BHN,42.9786,123.286797,137.0,15.98776610756935,0.002062677984439132,0.0002993111750227265,9.467608208631914e-06,323.85,0.029296875,0.2714101252074063,0.2714101252074063,4.912448338647424e-06,2.2728728478888171e-07,2.0318841105229362e-08,N
YP.NE77..BHE,45.4249,121.4953,340.0,17.898104310550764,0.0014363923116047785,0.0003430831715154247,1.2439203498485882e-05,349.20000000000005,0.029296875,0.28723803269778847,0.28723803269778847,5.897754396897649e-06,4.250726311783617e-07,3.563350030582427e-08,E
